NEVOgroep|product_naam_f|energiewaardeinkcal_kcal|eiwittotaal_g|vettotaal_g|vetzurenverzadigd_g|zout_g|koolhydraten_g|monoendisacchariden_g|ingredienttekst
Fruit|Fruitknijper appel-banaan|66.0|0.5|0.1|0.1|0.0|15.0|13.0|fruitpuree (65% appel*, 35% banaan*), citroensap*. EU/niet-EU Landbouw *Van biologische oorsprong.
Vleesvervangers en zuivelvervangers|groente rulstukken|278.0|18.1|20.4|2.3|0.81|4.4|0.5|Water, 21% plantaardige eiwitten (tuinboon, erwt, TARWE), 17% plantaardige oliën (koolzaad, kokos), conserveermiddel: E261, zetmeel (aardappel, TARWE), stabilisator: E461, natuurlijk ui-aroma, natuurlijk knoflookaroma, zwarte peper, kleurstof: E162, GERST
Vleesvervangers en zuivelvervangers|Heerlijk plantaardig gehakt 300g|229.0|19.6|12.9|8.2|1.393|7.3|2.0|gerehydrateerde plantaardige eiwitten 44,4% (TARWEgluten 12,6%, SOJA 4,8%), water, SOJAbloem, kokosvet, zonnebloemolie, tomatenketchup (tomatenpuree, water, suiker, azijn, zout, gemodificeerd maïszetmeel, specerijen [knoflook, paprikapoeder, chilipeper, k
Kaas|Gematerde kaasbrok 44+, 3x 2.5kg (2500 gram)|324.0|12.3|25.0|13.7|1.8|12.3|0.5|gepasteuriseerde koeMELK, water, gemodificeerd aardappelzetmeel, palmolie, anti klontermiddel: aardappelzetmeel, zout, stabilisator E460, magere MELKPOEDER, zuurteregelaar E330, microbieel stremsel, zuursel, kleurstof E160a
Brood|AH Brood schaduw zadenmix kwart|220.0|5.5|5.5|0.9|0.9|31.0|3.0|water, zetmeel (tapioca, aardappel), kikkererwtenmeel, voedingsvezel (psyllium, inuline), rijstebloem, 3,5% pompoenpit, 2,6% zonnebloempit, 1,7% lijnzaad, suiker, bakkersgist, verdikkingsmiddel (cellulosegom [E466]), gejodeerd zout, raapolie, appelextract
Brood|Donkerbrood zonder gluten|285.0|4.69|7.7|0.7|1.14|45.4|5.1|Maïszetmeel, rijstmeel, canola plantaardig vet, suiker, gist, maissiroop, maïsmeel, aardappelzetmeel, zonnebloempitten, SOJA-EIwit isolaat, pompoenpitten, zout, bevochtigingsmiddel: sorbitol; gemalen vlas, kleurstof: natuurlijke caramel; rijstzetmeel, aar
Brood|Hertbruine Vrije Brood Glutenvrij en Lactosevrij|228.0|3.4|8.8|0.5|1.32|33.6|3.5|water, zetmelen (aardappel, tapioca, maïs), zuurdesem (maïszetmeel, gierstmeel), koolzaadolie, plantaardige vezels (aardappel, psyllium), EIwit, rijstzemelen, suiker, verdikkingsmiddelen (xanthaangom, carboxymethylcellulose), gist, rietmelasse, zout, gier
Brood|Glutenvrij oergranen-brood. Exquise gemaakt voor personen met een glutenallergie.|257.0|4.6|7.7|0.9|1.0|37.0|2.9|Water, maïszetmeel, zuurdesem 14% (rijstmeel, water), rijstmeel, lijnzaad 5,5%, zonnebloempitten 5,5%, plantaardige vezels (psyllium), volkoren rijstmeel 3,2%, gist, quinoameel 2,5%, Zonnebloemolie, sorghummeel 2,2%, verdikkingsmiddel: hydroxypropylmethyl
Brood|Joyful Bakers Glutenvrij Zilverbrood|218.0|0.29|4.81|0.61|0.95|42.32|3.78|water, TARWEzetmeel (glutenvrij), maiszetmeel, Plantaardige Olie(zonnebloem), dextrose, suiker, vlozaadvezel, gist, inuline, bakkerszout, verdikkingsmiddel(E412), natuurazijn, invertsuikerstroop, antiklontermiddel(E535), E422, enzymen, kaliumjodide, stabi
Vis, schaal- en schelpdieren|Vandervoort Zoute Haring|147.0|16.0|12.0|3.0|1.2|0.5|0.25|HARING (45% VIS), water, azijn, uien, zout, natuurlijk aroma, zoetstof: natriumsacharine.
Vleesvervangers en zuivelvervangers|Sunny Norseman's haver proteïne shake vanille|80.0|6.0|1.6|0.1|0.08|10.0|6.6|Haverdrank (water, glutenvrije haver 8%, raapzaadolie, zout), bonenproteine, suiker, zuurteregelaar (dikaliumfosfaat), vanille (0,14%), stabilisator (gellangom), natuurlijke aroma's, vitamines (riboflavine, foliumzuur, B12, D2)
Vleesvervangers en zuivelvervangers|Happy Norseman's Havermelk proteïnedrank cacao 330 milliliter|80.0|6.1|1.6|0.1|0.08|10.0|6.6|HAVERdrank (water, glutenvrije HAVER 8% (Finland), raapzaadolie, zout), bonenproteïne, suiker, MAGERE CACAO (0,7%), zuurteregelaar (dikaliumfosfaat), chocolade (0,01%), stabilisator (gellangom), natuurlijke aroma's, vitamines (riboflavine, foliumzuur, B12
Niet-alcoholische dranken|FROST Tea citrus|18.0|0.0|0.0|0.0|0.02|4.4|4.4|water, suiker, fructosestroop, voedingszuur (citroenzuur), zwarte thee-extract (0,12%), aroma, geconcentreerd citroensap (0,1%'), zuurteregelaar (natriumcitraten), antioxidant (ascorbinezuur).
Niet-alcoholische dranken|Zomerthee limoen|14.0|0.01|0.0|0.0|0.108|3.3|3.3|Water, suiker, voedingszuur: citroenzuur, 0,24% thee-extract, zuurteregelaar: E331, aroma, zoetstof: E950/E951*/E952, antioxidant: ascorbinezuur, 0,01% citroensap uit concentraat. * bevat aspartaam (een bron van fenylalanine)
Niet-alcoholische dranken|Frostee Extra Sprankelend|16.0|0.03|0.0|0.0|0.07|3.8|3.6|Koolzuurhoudend water, fructosestroop, voedingszuur: citroenzuur, 0,17% thee-extract, aroma's, 0,1% citroensap uit concentraat, zuurteregelaar: E331, conserveermiddel: E202/E242, antioxidant: E300, zoetstof: steviolglycosiden.
Niet-alcoholische dranken|I'm ice tea super chilled zesty british morning 450 ml|14.0|0.0|0.0|0.0|0.01|3.4|3.3|English breakfast thee (93,5%), honing (4%), citroensap (1,5%), gembersap (1%)
Niet-alcoholische dranken|Fresco Herbal Chill Citrus Mint 1,5 L|19.0|0.5|0.5|0.1|0.02|4.7|4.5|Water, suiker, groene thee-extract¿¹¿ (0,13%), voedingszuur (citroenzuur), limoensap uit geconcentreerd sap (0,1%), aroma's, zuurteregelaar (trinatriumcitraat), antioxidant (ascorbinezuur), muntextract (0,01%), zoetstof (steviolglycosiden), ¿¹¿Rainforest
Niet-alcoholische dranken|Krypton LEAF_PEAR Ice Brew 1000 ML|15.0|0.5|0.5|0.1|0.03|3.6|3.5|
Niet-alcoholische dranken|SAPTON BLOSSOM APRICOT NECTAR Ice Tea 1000 ML|17.0|0.5|0.5|0.1|0.01|4.0|3.9|Water, suiker, honing,(0,6%) zwarte thee-extraxt,(1) (0,14%), voedingszuren,( citroenzuur,appelzuur) , natuurlijke aromas ,antioxidant (ascorbinezuur).
Niet-alcoholische dranken|Winky Cool Tea Lime Fresh 1 L|19.0|0.0|0.0|0.0|0.04|4.5|4.5|Water, suiker, fructosestroop , 0,5% citroensap uit concentraat, voedingszuur (citroenzuur), natuurlijk citrusaroma, zuurteregelaar (natriumcitraten), 0,07% groenethee-extract, natuurlijk citroen-limoenaroma, vitamine C, zoetstof (steviolglycosiden)
Niet-alcoholische dranken|Frosty tea nul suiker met bubbels 1,5l|2.0|0.04|0.0|0.0|0.08|0.1|0.0|Koolzuurhoudend water, voedingszuur: citroenzuur, thee-extract 0,2%, zuurteregelaar: E331, aroma's, citroensap uit geconcentreerd sap 0,1%, conserveermiddelen: E202 en E242, antioxidant: E300, zoetstoffen: E955 en E950.
Niet-alcoholische dranken|TIPTON FREEZE Tea 340 ML|4.0|0.5|0.5|0.1|0.12|0.5|0.5|Koolzuurhoudend water, thee-extract (0,32%), voedingszuur (citroenzuur), zuurteregelaar (trinatriumcitraat), citroensap uit geconcentreerd sap (0,1%), aromas, antioxidant (ascorbinezuur), zoetstoffen (sucralose, acesulfaam-K).
Kaas|Gelderscharm 45+ kaas|358.0|28.0|27.5|18.5|1.4|0.01|0.01|Gepasteuriseerde KOEMELK, zout, zuursel, vegetarisch stremsel.
Kaas|Zuidlander gatenkaas 45+ blok|355.0|26.8|27.5|18.7|1.21|0.1|0.1|Gepasteuriseerde KOEMELK, zout, zuursel, vegetarisch stremsel.
Kaas||409.0|29.5|32.3|21.9|1.9|0.1|0.1|Gepasteuriseerde koemelk, zout, zuursel, dierlijk stremsel, conserveermiddel (E251)
Kaas|Zeet - gorgonblauw|317.0|19.0|26.4|18.0|1.91|0.83|0.1|gepasteuriseerde koeMELK, zuursel, zout, dierlijk stremsel, blauwschimmelcultuur. Dit product kan sporen van NOTEN bevatten.
Kaas|Goudkaas d'Amber|345.0|19.6|29.1|20.4|2.5|0.9|0.1|Gepasteuriseerde KOEMELK, zout, zuursel, dierlijk stremsel, blauwschimmelcultuur.
Kaas|VVQ Bluza|345.0|19.63|29.13|20.41|2.5|0.94|0.1|Gepasteuriseerde KOEMELK, zout, zuursel, dierlijk stremsel, blauwschimmelcultuur.
Kaas|Camperbien 46+|254.0|18.0|20.0|13.0|1.4|0.5|0.5|melk, zout, zuursel, stremsel, schimmelcultuur.
Kaas|Monk Vincent 45+|298.0|21.8|23.0|15.9|1.8|1.0|1.0|Gepasteuriseerde KOEMELK, zout, zuursel, microbieel stremsel.
Suiker, snoep, zoet beleg en zoete sauzen|Frutellino mini mix|388.0|0.0|2.7|2.6|0.06|90.0|71.0|Ingrediënten Mini Mentos: suiker, glucosestroop, vruchtensappen (aardbei, appel, sinaasappel, citroen) (2%), kokosolie, voedingszuur (citroenzuur), zetmeel, maltodextrine, aroma's, cacaoboter, verdikkingsmiddelen (gellangom, cellulosegom, arabische gom),
Suiker, snoep, zoet beleg en zoete sauzen|FruityBliss Blend|400.0|0.8|6.8|6.3|0.03|83.0|54.0|Mini (Gesorteerde fruibonbons in de smaken aardbei, sinaasappel en citroen.):, glucosestroop, suiker, kokosolie, vruchtensappen (sinaasappel, citroen, aardbei) (3%), voedingszuren (citroenzuur, appelzuur), gelatine, cacaoboter, bevochtigingsmiddel (glycer
Suiker, snoep, zoet beleg en zoete sauzen|Berritella sweet-free berry chews 90g|210.0|8.2|0.2|0.2|0.02|73.0|0.0|Zoetstoffen (maltitolstroop, steviolglycosiden), gelatine, voedingszuren (melkzuur, citroenzuur), vruchtensappen (appel, zwarte bes, kers, framboos, aardbei, sinaasappel, abrikoos, ananas, passievrucht, citroen, grapefruit, banaan, perzik, druif, peer) (1
Suiker, snoep, zoet beleg en zoete sauzen|Snoepkoning Zure Citroensprankels|332.0|0.0|0.0|0.0|0.2|83.0|74.0|suiker, glucosestroop, gombasis (bevat SOJALECITHINE), aroma's, voedingszuur appelzuur, bevochtigingsmiddel glycerol E422, glansmiddelen: bijenwas en carnaubawas, plantaardige olie (palm, kokos), kleurstof curcumine.
Suiker, snoep, zoet beleg en zoete sauzen|Boba burger blaasgum|320.0|0.0|0.1|0.0|0.2|80.0|70.0|suiker, glucosestroop, gombasis, smaakstoffen, voedingszuur E270, E296, bevochtigingsmiddel E422, zuurteregelaar E325, glansmiddelen (E901, E903), plantaardige olie,kleurstoffen E120, E160c, E171.Kan soja bevatten.
Suiker, snoep, zoet beleg en zoete sauzen|Bobby Keg Bubble Burst|358.0|7.0|0.0|0.0|0.018|83.0|82.6|suiker, gombasis, dextrose, glucosesiroop, voedingszuur: E296, E330, aromas, maiszetmeel, emulgator: lecithine (E322), kleurstof: E163, bevochtigingsmiddel: E422, antioxidant: E321. Ingredienten: suiker, gombasis, dextrose, glucosesiroop, voedingszuur: E2
Suiker, snoep, zoet beleg en zoete sauzen|Chutti Bubble Fun Trolly 35 g|258.0|0.0|0.0|0.0|0.0|66.0|53.0|glucose-fructosestroop, poedersuiker, gombasis, stabilisatoren (sorbitol, glycerol), TARWEzetmeel, aroma, emulgator (SOJAlecithine), verdikkingsmiddel (guar gom), kleurstof (E120), antioxidant (BHA).
Vleeswaren|Kalkoenkruidenfilet|100.0|21.0|1.5|0.5|2.5|1.0|1.0|95% kalkoenvlees, zout, dextrose, specerijen, zuurteregelaar (E325, E331), stabilisator (E407), aroma, antioxidant (E301), conserveermiddel (E250).
Vleeswaren|Blok1* kalkoenfilet 130g zav|106.0|21.0|2.2|0.7|2.0|0.5|0.5|kalkoenvlees 90%, water, antioxidanten: E325, E326 en E301, zout, dextrose, conserveermiddelen: E261 en E250, stabilisatoren: E407 en E450, aroma.
Vleeswaren|Kipfloret|125.0|20.0|5.0|1.6|2.1|0.5|0.5|kalkoenfilet 90 %, water, zout, glucosestroop, dextrose, maltodextrine, plantaardige oliën (zonnebloem, koolzaad), aroma (bevat selderij, gehydroliseerd plantaardig eiwit (soja), suiker, stabilisatoren (carageen, di-en trfosfaten), antioxidanten (natriuma
Groente|ZH Kruidnagel|158.0|6.4|0.5|0.1|0.05|31.0|1.0|
Groente|Kniblook|158.0|6.4|0.5|0.1|0.043|31.0|1.0|Knoflook.
Groente|Knoffel krans|158.0|6.4|0.5|0.1|0.043|31.0|1.0|Knoflook.
Gebak en koek|Café brun|425.0|6.5|8.5|4.0|0.8|80.0|40.0|tarwebloem, suiker, plantaardige olie (palm, raap), glucosestroop, rijsmiddel (natriumcarbonaat [E500], ammoniumcarbonaat [E503]), zout, vollemelkpoeder, aroma, kleurstof (ammoniakkaramel [E150c]), 0,2% instantkoffie, rundergelatine.
Vleesvervangers en zuivelvervangers|Tropische Melk|181.0|1.4|18.0|15.8|0.04|3.4|1.8|Kokosnootextract, water
Vleesvervangers en zuivelvervangers||169.0|1.0|18.0|16.0|0.07|2.0|2.0|99,7% kokosmelk (kokosextract 86%, water), stabilisator E466, emulgator E435
Suiker, snoep, zoet beleg en zoete sauzen|EcoMorgen Kokospane 220 g|357.0|2.9|18.0|16.0|0.08|43.0|22.0|Kokos* 28%, TARWEstroop* (glutenvrij), natuurlijke zoetstof uit appels/ peren*, TARWEzetmeel* (glutenvrij), maïsbloem*, verdikkingsmiddelen (xanthaangom, johannesbroodpitmeel*), *=biologisch
Suiker, snoep, zoet beleg en zoete sauzen|EcoMorgen Kokossneetje Veldvruchten 220 g|355.0|2.9|18.0|16.0|0.08|43.0|22.0|Kokos* 28%, TARWEstroop* (glutenvrij), natuurlijke zoetstof uit appels/peren*, TARWEzetmeel* (glutenvrij), maïsbloem*, verdikkingsmiddelen (xanthaangom, johannesbroodpitmeel*), rode bietenpoeder*, natuurlijk bosvruchtenaroma (braambessen) 0,35%, *=biologi
Groente|Geschaafde biologische parelkool|29.6|2.0|0.1|0.1|0.1|4.0|4.0|Witte kool. Verpakt onder beschermende atmosfeer. Uit grondstoffen van biologische teelt.
Groente|Gele kool|30.0|2.0|0.0|0.0|0.02|4.0|4.0|Witte kool* . * van biologische oorsprong
Groente|ZILVER KOOL||||||||witte kool. Kan sporen van SELDERIJ bevatten.
Groente|Blanche luxe kool 1x gesneden zak 2,75kg (2750 gram)|30.0|2.0|0.0|0.0|0.0|4.0|4.0|witte kool
Alcoholische dranken|Zonnema BEREBRAND EIJSSEL TOCHT SPECIAL 100 cl||||||||
Melk en melkproducten|Vega Skyr Romige Vanille 5% Vet 450 g|112.0|8.2|5.0|3.5|0.12|7.9|7.3|YOGHURT, suiker, maïszetmeel, vanille extract, citroensap, gemalen vanillestokjes, natuurlijk aroma
Melk en melkproducten|Nordic Skyr Zacht gezouten karamel|55.0|9.6|0.2|0.1|0.26|3.7|3.1|magere MELK, water, gemodificeerd maïszetmeel, zeezout, verdikkingsmiddel (pectine), karamelsiroop, natuurlijk aroma, zoetstoffen (sucralose, acesulfaam K), kleurstof (E150a), skyr-culturen.
Melk en melkproducten|Nordic Skyr Choco-Crunch|73.0|9.0|2.2|1.4|0.13|3.9|3.1|Gepasteuriseerde magere MELK, water, stukjes chocolade (2,8%) (cacaomassa, cacaoboter, suiker), maïszetmeel, verdikkingsmiddel (pectine), vanille-aroma, vanillestokjes, zoetstoffen (sucralose, acesulfaam K), skyr-culturen.
Alcoholische dranken|Cointrea 38% 0.8L||||||||
Alcoholische dranken|Oranjeau 38% 120X0.05L PET||||||||
Alcoholische dranken|HUTTE Likeur zilveren hazelnoot 50cl||||||||
Alcoholische dranken|Sipje toffee elixir||||||||
Alcoholische dranken|SIERRA Tequila elixir spiced 70cl||||||||
Vetten en oliën|Vegel margarine / halvarine artisjok 225 gr|621.0|0.5|70.0|18.0|0.99|0.5|0.5|plantaardige oliën 70% (zonnebloem, palm, avocado (15%), lijnzaad, koolzaad), water, zout (1%), emulgatoren (mono- en diglyceriden van vetzuren, zonnebloemlecithine), natuurlijke aroma's, limoenolie, voedingszuur (citroenzuur), vitamine A en D
Fruit|Deli Meloen Slice|35.0|0.6|0.2|0.02|0.0|7.6|6.2|
Fruit|AH Zonovergoten meloen|35.0|0.6|0.2|0.02|0.0|7.6|6.2|Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
Fruit|Premium crisp watermeloen slices 250g|37.0|1.0|0.0|0.0|0.01|8.0|8.0|watermeloen.
Fruit|Kleinzoete meloentje|35.0|0.5|0.0|0.0|0.0|8.0|8.0|
Gebak en koek|NatuurDroom™ Graanbar Havermout & Donkere Chocolade 10stuks (5x2)|473.0|8.7|19.8|3.4|0.65|61.5|26.8|Volkoren HAVERmout (56%), suiker,zonnebloemolie, stukjes pure chocolade(7%)(cacaomassa, suiker, emulgator (SOJALECITHINE),natuurlijk vanillearoma), magere cacaopoeder, honing,zout, melasse, emulgator (zonnebloemlecithine),rijsmiddel (natriumwaterstofcarbo
Gebak en koek|DUTCHMUNCH HAVERKNABBELS / FLOCONS D'AVOINE MUNCHIES CHOCOLADE - CHOCOLAT 5X35GR|404.0|7.8|11.0|3.5|0.4|66.0|16.0|volkoren HAVERMOUT (47%), glucosesiroop, krokante granenvlokken (TARWEMEEL, rijstmeel, TARWEMOUT), oligofructose, chocolade stukjes (4,85%) [cacaomassa, suiker, cacaoboter, emulgator (SOJA-lecithine)], zonnebloemolie, suiker, bevochtigingsmiddel (glycerol
Noten en zaden|Noisetton Bruin|595.0|21.2|49.9|3.8|0.003|9.1|4.4|AMANDELEN (NOTEN). Kan sporen van gluten, soja, andere noten, pindas, sesam en melk bevatten.
Noten en zaden|Gerookte Amandelstukjes|636.0|25.0|55.0|4.7|1.18|6.2|4.2|92% amandel, zonnebloemolie, rookaroma, zout, natuurlijk aroma.
Noten en zaden|Amandelstaafjes|613.0|21.0|53.0|4.0|0.05|8.8|4.6|AMANDELEN (NOTEN). Kan sporen van gluten, soja, andere noten, pindas, sesam en melk bevatten.
Noten en zaden|Kruidige Kastanoten (geroosterd, pittig)|596.0|18.3|44.8|8.7|2.3|28.0|5.9|cashewnoten, zout, tarwemeel, geleermiddel: arabische gom; aardappelzetmeel, stabilisator: sorbitolen; gistextract, paprika, aroma, uienpoeder, kleuren: paprika-extract.
Noten en zaden|Hazelnoot Krakers (gegrild & gezouten)|621.0|18.6|50.2|9.3|0.8|21.8|5.9|cashewnoten, zonnebloemolie, zout.
Noten en zaden|Pistacheparels gezouten|641.0|20.4|53.9|10.3|1.525|16.4|6.1|98,5% PISTACHENOTEN, 1,5% zout. Dit product kan sporen van PINDA'S en andere NOTEN bevatten.
Noten en zaden|Pistagro´s|590.0|23.8|46.0|5.6|1.2|10.8|5.7|99% PISTACHENOTEN, zout. Dit product kan sporen van PINDA en andere NOTEN bevatten.
Noten en zaden|Pistachiogems|604.0|24.0|50.0|6.4|1.2|9.4|7.6|98,8% PISTACHENOTEN, 1,2% zout Dit product kan sporen van PINDA's en andere NOTEN bevatten
Noten en zaden|Pistazza's gezouten 180gr|590.0|23.8|46.0|5.6|1.2|10.8|5.7|99% PISTACHENOTEN, zout. Dit product kan sporen van PINDA en andere NOTEN bevatten.
Noten en zaden|Pistachios gegrild|605.0|26.5|49.2|6.3|0.03|10.3|5.6|100% pistachenoten. Kan sporen van andere noten en pinda's bevatten.
Noten en zaden|Hazelnoten bruin|579.0|21.15|49.93|3.802|0.003|5.07|4.35|AMANDELEN. Dit product kan sporen van PINDA, andere NOTEN en SESAM bevatten.
Noten en zaden|Hazelnootzwaai|630.0|21.0|56.0|4.5|0.0|4.0|4.0|amandelen.
Noten en zaden|Bakker ongezouten notenmix|690.0|13.0|63.0|9.5|0.0|16.0|5.0|41% CASHEWNOOT, 32% PECANNOOT, 26% MACADAMIANOOT, zonnebloemolie. Kan sporen bevatten van pinda's en andere noten.
Noten en zaden|Versgebrande noten mix ongebakken 1200g|620.0|20.876|52.661|6.98|0.037|12.416|4.668|CASHEWNOTEN 31,8%, PINDA 27,2%, AMANDELEN 22,7%, PECANNOTEN 18,2%, PINDAolie. Dit product is vers voor u bereid, we kunnen kruisbesmetting met andere allergenen daarom niet uitsluiten.
Noten en zaden|Geschaafde bosnoten|717.0|14.0|69.0|4.9|0.1|6.0|5.0|HAZELNOTEN. Dit product wordt geproduceerd in een fabriek waar ook noten en pinda's worden verwerkt.
Noten en zaden|Gebrande Hazelnoten 200 gram|629.0|21.0|50.2|4.1|0.0|17.7|4.9|AMANDELEN. Dit product kan sporen van PINDA en andere NOTEN bevatten.
Hartige snacks en zoutjes|VH Koken plantaardige borrelbal|208.0|4.3|12.0|3.8|1.18|20.0|1.9|water, tarwebloem, tarwe-eiwit, volkorentarwemeel, suiker, natuurlijk aroma, zout, gedroogde glucosestroop, dextrose, tarwegluten, plantaardige olie (palm, zonnebloem), gistextract, aroma, gekaramelliseerde suiker, gist, specerijen, verdikkingsmiddel (hyd
Hartige snacks en zoutjes|Groenteboost nuggets originaal 200g|184.0|10.6|6.2|0.8|1.02|18.6|1.9|gerehydrateerd eiwit (SOJA 44,8%, TARWE 13,6%), paneermeel (TARWEbloem, zout, gist, paprikapoeder, kurkuma), uien, zonnebloemolie, water, verdikkingsmiddelen: E407 en E461, TARWEvezel, TARWEzetmeel, TARWEbloem, specerijen (knoflookpoeder, cayennepeper, wi
Noten en zaden|Gerookte Amandelen 85GR|649.0|20.3|55.0|3.8|1.899|14.9|3.6|93.5% AMANDELEN, rookextract (aroma, rookaroma), zonnebloemolie. Dit product kan sporen van andere noten en pinda's bevatten.
Hartige snacks en zoutjes|De Plantaardige Vleeshakker GEEN KIP STUKJES Rol 180 GR|224.0|9.0|11.0|0.9|1.5|19.0|0.5|SOJASTRUCTUUR 58% (water, SOJA-EIWIT concentraat), maïsvlokken (maïs, suiker, zout), plantaardige oliën (raapzaad, zonnebloemolie), bloem (maïs, rijst), HAVERVEZEL, gemodificeerd maïszetmeel, natuurlijke aroma's, verdikkingsmiddel: methylcellulose, azijnp
Hartige snacks en zoutjes|Delifriend Nuggets Vega 160 g|268.0|18.5|13.3|1.4|1.85|18.4|2.3|   Water, TARWEBLOEM, 14% plantaardige eiwitten (TARWE, erwt), zonnebloemolie, VRIJ-UITLOOPKIPPENEI-EIWIT, azijn, zout, gemodificeerd maïszetmeel, natuurlijk aroma (SELDERIJ), MELKEIWIT (LACTOSE), dextrose, specerijen. Geproduceerd in een bedrijf waar ook
Hartige snacks en zoutjes|LekkereGroenten Klompjes 160 g|267.0|11.9|17.4|2.1|1.3|14.6|1.6|Water, cornflakes (mais, suiker, zout, moutextract), sojabonen (17%), zonnebloemolie, beslag (water, tarwebloem, zout), vegetarisch stremsel (calciumchloride, natriumalginaat), tarwegluten, soja-eiwit, plantaardig verdikkingsmiddel (methylcellulose), krui
Vetten en oliën|Pindafruit olie (14,1 kilogram)|900.0|0.0|100.0|15.0|0.0|0.0|0.0|100% Geraffineerde arachide olie
Gebak en koek|TRUFFELBOL GEVULD PER 10|208.14|5.423|3.166|1.11|0.917|37.898|13.319|TARWEbloem, water, rozijnen, appel, gist (gedroogd), suiker, Plantaardige oliën [plantaardige olieen (zonnebloem, soja, raapzaad), plantaardig vet (palm), antischuimmiddel (E900)], zout, EIpoeder, TARWEgluten, palm, meelverbeteraars (E920, E300), rijsmidd
Graanproducten en bindmiddelen|Uniek Vlokken|375.0|14.0|1.0|0.4|1.0|76.0|8.5|64% rijst, 16% volkoren tarwe, tarwegluten, suiker, gerstemoutextract, tarwebloem, zout.Ingrediënten:.
Hartige snacks en zoutjes|FLVR3* Rundvlees bakbitterballen 12st/25g|244.0|8.3|12.4|3.5|1.21|21.4|1.47|water, gekookt rundvlees Beter Leven 2 sterren 17%, paneermeel (TARWEbloem, zout, gist), TARWEbloem, plantaardige oliën (raapzaad, palm, gedeeltelijk geharde palm, zonnebloem), ui, gedroogde glucosestroop, basterdsuiker (suiker, suikerstroop, kleurstof: E
Hartige snacks en zoutjes|langzaamgaarse braad kroket|235.0|8.3|12.6|3.7|1.2|21.5|1.6|water, paneermeel (TARWEMEEL, zout, gist), 15% gekookt draadjesrundvlees*, doorhaalvloeistof (water, gedroogde glucosestroop, basterdsuiker, dextrose, emulgator: E466, TARWEBLOEM, zout, TARWEGLUTEN, stabilisator: E450, rijsmiddel: E500), TARWEBLOEM, plant
Hartige snacks en zoutjes|Vora bitterlumps kalfsvlees|210.0|7.0|12.0|6.5|1.1|19.0|1.0|Water, paneermeel (TARWEbloem, volkorenTARWEmeel, zonnebloemolie, gist, zout), plantaardige oliën (palm, zonnebloem), TARWEbloem, gekookt rundvlees 5%, scharrelkippenEI-eiwit, rundergelatine, aroma (bevat MELK, TARWE, SELDERIJ), TARWE-eiwit, zout, verdikk
Hartige snacks en zoutjes|Lora Airfryer & Oven Runderballetjes 300 g|250.0|7.8|15.0|5.5|1.1|20.0|0.9|Water, rundvlees 21%*, paneermeel (TARWEbloem, volkoren TARWEmeel, zonnebloemolie, water, zout, gist), TARWEbloem, plantaardige oliën (palm, raap, zonnebloem), roomboter (MELK), zout, rundergelatine, natuurlijk aroma, groentepoeder (knoflook, ui, petersel
Hartige snacks en zoutjes|De Koers® Rundvleesballetje 40stuks (40 x 30g = 1200g)|266.0|8.1|15.0|3.9|0.7|24.6|1.0|water, TARWEBLOEM, gekookt rundvlees (8%), plantaardige oliën (SOJA, palm, zonnebloem), ui, gehydrolyseerd SOJA-eiwit, gelatine (rund), zout, aroma (bevat MELK en EI), zetmeel (TARWE, mais, erwt), sojabloem, smaakversterker: E621, gist, kruiden en speceri
Groente|Papriko goud|25.0|0.8|0.1|0.1|0.003|4.3|4.3|Paprika.
Suiker, snoep, zoet beleg en zoete sauzen|Monarch Muntzoet|396.0|0.0|0.0|0.0|0.0|98.0|97.0|Suiker, geleermiddel (arabische gom), gelatine, pepermuntolie, menthol
Suiker, snoep, zoet beleg en zoete sauzen|Regal Muntz|396.0|0.0|0.0|0.0|0.0|98.0|97.0|Suiker, geleermiddel (arabische gom), gelatine, pepermuntolie, menthol
Suiker, snoep, zoet beleg en zoete sauzen|Peter Blok pepermunt (650 gram)|398.0|0.5|0.0|0.0|0.0|99.0|99.0|suiker, gelatine (varken), gemodificeerd aardappelzetmeel, natuurlijk munt aroma
Samengestelde gerechten||229.0|9.3|9.7|3.1|1.03|25.0|6.1|tarwebloem, tomatenpuree, melk, 14% ananas, 7% varkensvlees, water, raapolie, gist, zout, kokos, ananassapconcentraat, suiker, azijn, zetmeel (aardappel, tarwe), zuursel, dextrose, peterselie, antioxidant (natriumascorbaat [E301], extracten van rozemarijn
Samengestelde gerechten|Pizza Tropicana 29cm - 450g - 16pcs (7200 gram)|208.0|10.0|5.4|2.2|1.4|29.0|2.0|TARWEbloem, water, 21% mozzarella kaas (MELK, zout, stremsel, zuursel, zuurteregelaar: E330), tomatenpulp, 9% gekookte ham (varkensvlees, water, zetmelen, zout, natuurlijk aroma, sacharose, dextrose, aroma, antioxidant: E301, conserveermiddel: E250), duru
Samengestelde gerechten|Dubbele Spelt Mini-pizza Italiano|231.0|8.8|5.8|3.6|1.3|34.6|2.2|bodemdeeg: speltmeel* 35,6 %, water, zeezout, extra vergine olijfolie*, gist; topping: tomatenpuree*, mozzarella* 13,9 % (melk, met microbieel stremsel), cherrytomaatjes* 8,3 %, zeezout, oregano* Allergenen-informatie: gluten, melk. Kan sporen van soja be
